Name,Year,Sex,Sire,Dam,Trainer,"Flat rating","Diff Flat","Flat Clltrl","AWT rating","Diff AWT","AWT Clltrl","Chase rating","Diff Chase","Chase Clltrl","Hurdle rating","Diff Hurdle","Hurdle Clltrl"
"INNSE GALL (GB)",2018,GELDING,"TORONADO (IRE)","REAF (GB)",,59,,,,,,,,,,,
"INOX ALLEN (FR)",2018,GELDING,"MASKED MARVEL (GB)","BIENVENUE ALLEN (FR)","Lucinda Russell & Michael Scudamore",,,,,,,123,,,,,
"INQUISITION (GB)",2022,FILLY,"SEA THE STARS (IRE)","INTIMATION (GB)",,72,,,,,,,,,,,
"INSANITY (GB)",2020,GELDING,"NATHANIEL (IRE)","QUEEN'S DREAM (IRE)","Alan King",99,,,,,,,,,,,
"INSIDE MAN (FR)",2020,GELDING,"MANATEE (GB)","ROCKBURN (FR)","Mrs Jane Williams",,,,,,,,,,120,,
"INSIDE STORY (IRE)",2023,FILLY,"SIYOUNI (FR)","SECOND GLANCE (IRE)","James Tate",82,,,,,,,,,,,
"INSPECTOR LYNLEY (GB)",2017,GELDING,"NATHANIEL (IRE)","DUCHESS OF SEVILLE (GB)",,,,,,,,,,,77,,
"INSPIRE HOPE (IRE)",2021,FILLY,"CAMELOT (GB)","CASUAL (GB)",,50,,,,,,100,,,100,,
"INSPIRED (IRE)",2022,GELDING,"DUBAWI (IRE)","WORTH WAITING (GB)","K. R. Burke",77,,,,,,,,,,,
"INSPIRING SPEECHES (IRE)",2021,GELDING,"CHURCHILL (IRE)","VALLAMBROSA (IRE)","Sara Ender",51,,,,,,,,,,,
"INSTANT BOND (GB)",2021,GELDING,"INTRINSIC (GB)","MISU BILLY (GB)","Michael Wigham",57,,,,,,,,,,,
"INSURRECTION (IRE)",2017,GELDING,"GETAWAY (GER)","ROCK IN THE PARK (IRE)",,,,,,,,135,,,,,
"INSUSPENSE (GB)",2022,FILLY,"BATED BREATH (GB)","INCHARGE (GB)","Oliver Cole",65,,,,,,,,,,,
"INTELLOTTO (IRE)",2020,GELDING,"LOPE DE VEGA (IRE)","EBEYINA (IRE)","Daisy Hitchins",,,,,,,,,,126,,
"INTENSE VISION (GB)",2023,GELDING,"EXPERT EYE (GB)","BEHELD (GB)","Oli Rix",91,,,,,,,,,,,
"INTENZO (FR)",2021,GELDING,"FRENCH FIFTEEN (FR)","ISABILIA (IRE)","Mark Walford",,,,,,,100,,,100,,
"INTERCESSOR (GB)",2017,GELDING,"DUE DILIGENCE (USA)","MISS METICULOUS (GB)","Damien Wingrove",65,,,,,,,,,,,
"INTERCHANGEABLE (GB)",2020,GELDING,"JACK HOBBS (GB)","ALLETRIX (IRE)","John Dixon",,,,,,,,,,94,,
"INTERVENTION (GB)",2017,GELDING,"SWISS SPIRIT (GB)","LADY LUBE RYE (IRE)","Michael Appleby",77,-1,,,,,,,,,,
"INTINSO (GB)",2020,GELDING,"SIYOUNI (FR)","ROSE OF MIRACLES (GB)","Craig Lidster",75,,,,,,,,,,,
"INTO BATTLE (IRE)",2021,GELDING,"CHURCHILL (IRE)","MADAM BAROQUE (GB)","Robert Stephens",75,,,,,,,,,,,
"INTO COMBAT (GB)",2022,GELDING,"DUBAWI (IRE)","WISDOM MIND (IRE)","Sir Mark Prescott Bt",64,,,,,,,,,,,
"INTO THE LIGHT (GB)",2023,COLT,"DUBAWI (IRE)","AFTERGLOW (IRE)","Charlie Appleby",88,,,,,,,,,,,
"INTO THE PARK (IRE)",2019,GELDING,"WALK IN THE PARK (IRE)","LA SARRAZINE (FR)","Billy Aprahamian",,,,,,,,,,117,,
"INTO THE SKY (IRE)",2023,COLT,"STARMAN (GB)","KEMBLE (IRE)","Jim Boyle",107,,,,,,,,,,,
"INTOSOMETHINGGOOD (GB)",2021,GELDING,"DRAGON DANCER (GB)","HAZY MANOR (IRE)","Nigel & Willy Twiston-Davies",,,,,,,,,,133,,
"INTRUSIVELY (GB)",2022,GELDING,"TERRITORIES (IRE)","INTRUSION (GB)","Michael Appleby",80,,,,,,,,,,,
"INVICTUS GOLD (IRE)",2022,GELDING,"INVINCIBLE SPIRIT (IRE)","FINAGLE (IRE)","Tom Clover",99,-2,,,,,,,,,,
"INVINCIBLE ANNICE (IRE)",2022,FILLY,"INVINCIBLE SPIRIT (IRE)","MOKHTARAH (IRE)","Tracy Waggott",47,,,,,,,,,,,
"INVINCIBLE ANNIE (IRE)",2023,FILLY,"INVINCIBLE ARMY (IRE)","ESSENZA (IRE)",,46,,,,,,,,,,,
"INVINCIBLE BOY (IRE)",2023,COLT,"INVINCIBLE ARMY (IRE)","JULIA'S MAGIC (IRE)","Richard & Peter Fahey",82,,,,,,,,,,,
"INVINCIBLE CROWN (IRE)",2022,GELDING,"INNS OF COURT (IRE)","NURSE DEE (IRE)","Ruth Carr",60,-2,,,,,,,,,,
"INVINCIBLE LOVE (GB)",2022,COLT,"TERRITORIES (IRE)","CUPBOARD LOVE (GB)",,46,,,,,,,,,,,
"INVINCIBLE MELODY (IRE)",2022,GELDING,"INVINCIBLE ARMY (IRE)","ROGER SEZ (IRE)","Ewan Whillans",52,-2,,,,,,,,,,
"INVINCIBLE NAO (FR)",2018,GELDING,"GRIS DE GRIS (IRE)","QUETZALYA (FR)","Gary & Josh Moore",,,,,,,124,,,,,
"INVINCIBLE NAVY (IRE)",2021,GELDING,"INVINCIBLE ARMY (IRE)","LADY ARABELLA (IRE)",,48,,,,,,,,,,,
"INVINCIBLE RUBY (IRE)",2022,FILLY,"INVINCIBLE ARMY (IRE)","SATWA RUBY (FR)","Iain Jardine",65,-3,,,,,,,,,,
"INVINCIBLE SHADOW (GB)",2022,GELDING,"TIME TEST (GB)","PERFECT MELODY (IRE)",,50,,,,,,,,,,,
"INVINCIBLE SPEED (IRE)",2021,GELDING,"INVINCIBLE SPIRIT (IRE)","MAKING MEMORIES (IRE)","Mark Loughnane",71,,,,,,,,,,,
"INVINCIBLE STORM (IRE)",2022,GELDING,"INVINCIBLE ARMY (IRE)","STORMY ECHO (GB)",,40,,,,,,,,,,,
"INVISIBLE (IRE)",2022,FILLY,"PINATUBO (IRE)","APPLAUDED (IRE)",,76,,,,,,,,,,,
"INVITED (GB)",2022,GELDING,"KODIAC (GB)","AMA DABLAM (USA)","George Boughey",86,,,,,,,,,,,
"IOLAOS DU MOU (FR)",2018,GELDING,"COASTAL PATH (GB)","THELEMISE DU MOU (FR)","Tony Culhane & Stella Barclay",,,,,,,,,,95,-1,
"IONIAN (IRE)",2021,GELDING,"BLUE BRESIL (FR)","TEARSOFCLEWBAY (GB)","Nicky Henderson",,,,,,,,,,114,,
"IONITY (FR)",2019,GELDING,"WALZERTAKT (GER)","QUELLE FAMILLE (FR)","Mrs C. Williams",,,,,,,,,,91,,
"IP UP (FR)",2018,FILLY,"SECRET SINGER (FR)","UPISLAND (FR)","Jedd O'Keeffe",,,,,,,,,,110,,
"IRANDANDO HAS (FR)",2019,GELDING,"NO RISK AT ALL (FR)","IROSTARE (FR)","Sam Allwood",,,,,,,,,,124,,
"IREZUMI (GB)",2020,GELDING,"HAWKBILL (USA)","INKE (IRE)","Jim Boyle",51,,,,,,,,,,,
"IRIS DANCER (GB)",2018,FILLY,"KODIAC (GB)","RAINBOW'S ARCH (IRE)","Tristan Davidson",62,,,,,,,,,,,
"IRIS DES ISSARDS (FR)",2018,GELDING,"BUCK'S BOUM (FR)","OPALINE DU BOUCHAT (FR)",,,,,,,,99,,,99,,
"IRIS EMERY (FR)",2018,FILLY,"SPANISH MOON (USA)","FLEUR D'ANJOU (FR)","Neil King",,,,,,,122,,,,,
"IRISANTE (GER)",2021,FILLY,"TAI CHI (GER)","IRRESISTABLE (GER)",,,,,,,,88,,,88,,
"IRISH BLAZE (IRE)",2016,GELDING,"IMPERIAL MONARCH (IRE)","RUN CAT (IRE)",,,,,,,,,,,100,,
"IRISH CHORUS (GB)",2019,FILLY,"JACK HOBBS (GB)","MAYFAIR MUSIC (IRE)","Alan King",,,,,,,117,,,,,
"IRISH DANCER (IRE)",2020,GELDING,"GALILEO GOLD (GB)","CATAMARAN (IRE)","Declan Carroll",55,,,,,,,,,,,
"IRISH FUSILIER (IRE)",2023,GELDING,"SOLDIER'S CALL (GB)","SEVEN MAGICIANS (USA)","Gary & Josh Moore",63,,,,,,,,,,,
"IRISH INCENTIVE (IRE)",2023,FILLY,"STARMAN (GB)","DUCHESS ROSE (IRE)","Gay Kelleway",65,,,,,,,,,,,
"IRISH NECTAR (GB)",2021,GELDING,"INVINCIBLE SPIRIT (IRE)","PACO'S ANGEL (GB)","Michael Herrington",76,,,,,,,,,,,
"IROKO (FR)",2018,GELDING,"COKORIKO (FR)","BOSCRAIE (FR)",,,,,,,,160,,,,,
"IRON BRIDGE (IRE)",2016,GELDING,"MILAN (GB)","CHIT CHAT (GB)","Jonjo & A.J. O'Neill",,,,,,,139,,,,,
"IRON D'EX (FR)",2018,GELDING,"JEU ST ELOI (FR)","SOIREE D'EX (FR)","Sheila Lewis",,,,,,,86,,,,,
"IRONICA DE THAIX (FR)",2018,GELDING,"COASTAL PATH (GB)","REBECCA DE THAIX (FR)","Venetia Williams",,,,,,,95,,,,,
"IRONIST (IRE)",2022,FILLY,"COULSTY (IRE)","GRANDMAS DREAM (GB)","George Margarson",69,,,,,,,,,,,
"IRONWILL (IRE)",2023,COLT,"DARK ANGEL (IRE)","DANCIN INTHESTREET (GB)","Stuart Williams",87,,,,,,,,,,,
"IRV (IRE)",2016,GELDING,"ZOFFANY (IRE)","MARION ANTOINETTE (IRE)","Micky Hammond",47,,,,,,,,,,,
"IS I RIGHT (IRE)",2022,COLT,"WALDGEIST (GB)","ALPHABETIQUE (GB)",,71,,,,,,,,,,,
"IS THIS FOR REAL (IRE)",2020,GELDING,"VENDANGEUR (IRE)","KIERA'S PRINCESS (GB)","Fergal O'Brien",,,,,,,,,,118,,
"ISAAC DES OBEAUX (FR)",2018,GELDING,"KAPGARDE (FR)","VARDA DES OBEAUX (FR)","Paul Nicholls",,,,,,,139,,,,,
"ISABEL DE CLARE (GB)",2020,FILLY,"PASSING GLANCE (GB)","FLUTTER BYE (IRE)","G. M. Crow",,,,,,,,,,81,,
"ISABELLA CASTILE (GB)",2022,FILLY,"ROCK OF GIBRALTAR (IRE)","LAST LAHAR (GB)",,79,,,,,,,,,,,
"ISABELLA ISLAY (GB)",2022,FILLY,"SCALO (GB)","DEFINITELYANOSCAR (IRE)","Clive Boultbee-Brooks",,,,,,,,,,97,,
"ISAMBARD KINGDOM (IRE)",2023,GELDING,"NO NAY NEVER (USA)","SOPHIE P (GB)","Charlie Johnston",65,,,,,,,,,,,
"ISHE WORTH AGAMBLE (GB)",2021,GELDING,"CAMACHO (GB)","DISCO DORIS (GB)","Tim Easterby",62,,,,,,,,,,,
"ISHIMENTOR (IRE)",2023,GELDING,"EARTHLIGHT (IRE)","O REN ISHII (FR)",,62,,,,,,,,,,,
"ISKAR D'AIRY (FR)",2018,GELDING,"SINNDAR (IRE)","CANZKA D'AIRY (FR)","Gary & Josh Moore",,,,,,,108,,,,,
"ISLA BELLA (GB)",2022,FILLY,"LAND FORCE (IRE)","HIGH LUMINOSITY (USA)","Joey Ramsden",45,,,,,,,,,,,
"ISLA KAI (IRE)",2018,GELDING,"AWTAAD (IRE)","SIDNEY GIRL (GB)","Nigel Tinkler",75,,,,,,,,,,,
"ISLAND BEAR (IRE)",2023,GELDING,"KODI BEAR (IRE)","LIL'S JOY (IRE)","Dr Richard Newland & Jamie Insole",79,,,,,,,,,,,
"ISLAND BRIDGE (IRE)",2020,GELDING,"ORDER OF ST GEORGE (IRE)","ELEPHANT ISLAND (IRE)","Kim Bailey & Mat Nicholls",,,,,,,,,,116,,
"ISLAND HERO (IRE)",2022,GELDING,"SOTTSASS (FR)","CASERTA (GB)","Heather Main",73,,,,,,,,,,,
"ISLAND OCEAN (GB)",2022,FILLY,"ZOUSTAR (AUS)","FIRE ORCHID (GB)",,53,,,,,,,,,,,
"ISLAND OF SKYE (GB)",2019,GELDING,"RIBCHESTER (IRE)","BONNIE BRAE (GB)",,55,,,,,,,,,,,
"ISLAND RUN (GB)",2017,GELDING,"BLUE BRESIL (FR)","PENNEYROSE BAY (GB)","David Phelan",,,,,,,,,,102,,
"ISLE OF FERNANDEZ (GB)",2023,FILLY,"LOPE Y FERNANDEZ (IRE)","ROMANY GYPSY (GB)","Kevin Ryan",100,,,,,,,,,,,
"ISLE OF GOLD (IRE)",2018,GELDING,"MILAN (GB)","HEAD FOR HEIGHTS (IRE)",,,,,,,,103,,,,,
"ISLE OF JURA (GB)",2020,GELDING,"NEW APPROACH (IRE)","FALLS OF LORA (IRE)",,117,,,,,,,,,,,
"ISLE OF LISMORE (IRE)",2018,GELDING,"ZEBEDEE (GB)","SPRING BOUQUET (IRE)","Robert Cowell",73,,,,,,,,,,,
"ISLE OF PARADISE (GB)",2022,FILLY,"ARDAD (IRE)","NO NIGHTMARE (USA)",,63,,,,,,,,,,,
"ISLE OF SARK (USA)",2018,GELDING,"KITTEN'S JOY (USA)","ENDLESS FANCY (USA)","Micky Hammond",72,,,,,,103,,,111,,
"ISOCRATE (FR)",2018,GELDING,"PETILLO (FR)","POPINS (FR)","W. J. Brown",,,,,,,103,,,,,
"ISSAM (FR)",2018,GELDING,"NICARON (GER)","VENUS DE RE (FR)","Tom Symonds",,,,,,,142,,,,,
"ISSAR D'AIRY (FR)",2018,GELDING,"SINNDAR (IRE)","BASSIKA D'AIRY (FR)","Gary & Josh Moore",,,,,,,127,,,,,
"ISTHATU (GB)",2023,FILLY,"SERGEI PROKOFIEV (CAN)","DUBAWI'S SPIRIT (IRE)","J. S. Moore",46,,,,,,,,,,,
"IT JUST TAKES TIME (IRE)",2018,GELDING,"POWER (GB)","WAR BRIDE (GER)","Mark Walford",80,,,,,,,,,,,
"IT'S A BREEZE (IRE)",2019,GELDING,"WALK IN THE PARK (IRE)","BLODGE (IRE)","Paul Nicholls",,,,,,,92,,,92,,
"IT'S A LOVE THING (GB)",2018,GELDING,"INTRINSIC (GB)","LADY KYLLAR (GB)","Sam England",55,-2,,,,,,,,,,
"IT'S ALL ABOUT YOU (IRE)",2020,GELDING,"HIGHLAND REEL (IRE)","THREE MOONS (IRE)","Jennie Candlish",79,-1,collateral,,,,,,,,,
"IT'S EASY (FR)",2018,FILLY,"KAPGARDE (FR)","INDIETRA (USA)","Mrs C. Williams",,,,,,,106,,,,,
"IT'S HARD TO KNOW (IRE)",2019,GELDING,"MALINAS (GER)","SEAN'S OSCAR (IRE)","Ben Pauling",,,,,,,121,,,,,
"IT'S LIFE (GB)",2022,FILLY,"WITHOUT PAROLE (GB)","HAVANA JANE (GB)","Kathy Turner",51,,,,,,,,,86,new,
"IT'S MAISY (IRE)",2018,FILLY,"SAGEBURG (IRE)","ARTS THEATER (IRE)","Joel Parkinson & Sue Smith",,,,,,,,,,96,,
"IT'S ONLY FUN (IRE)",2022,GELDING,"INVINCIBLE ARMY (IRE)","NON DIMENTICATO TU (IRE)","Sara Ender",57,-3,,,,,,,,,,
"IT'S PARTY TIME (IRE)",2021,GELDING,"WALK IN THE PARK (IRE)","MYZTIQUE (IRE)","Nick Kent",,,,,,,85,,,85,,
"IT'S SHOWTIME (IRE)",2021,FILLY,"SHOWCASING (GB)","TIGGY TWO (IRE)",,51,,,,,,,,,,,
"IT'S TOP (FR)",2020,GELDING,"IT'S GINO (GER)","TOP FUN (FR)","Oliver Signy",,,,,,,,,,113,,
"IT'SNEVERJUSTONE (GB)",2022,GELDING,"MASSAAT (IRE)","NIGELLA (GB)","David Loughnane",80,,,,,,,,,,,
"ITALIAN SPIRIT (IRE)",2016,GELDING,"FAME AND GLORY (GB)","COCO MILAN (IRE)","Harriet Dickin",,,,,,,87,,,,,
"ITEM (GB)",2023,COLT,"FRANKEL (GB)","CAPLA TEMPTRESS (IRE)","Andrew Balding",93,,,,,,,,,,,
"ITHACAN (GB)",2022,GELDING,"ULYSSES (IRE)","FELLBECK (GB)",,39,,,,,,,,,,,
"ITHAKA (IRE)",2016,GELDING,"LIBRANNO (GB)","TARAS CHOICE (GB)","Alastair Ralph",,,,,,,104,,,,,
"ITICA (GB)",2023,COLT,"ULYSSES (IRE)","LADY BRORA (GB)","Andrew Balding",72,,,,,,,,,,,
"ITO DITTO (FR)",2018,GELDING,"ITO (GER)","MORNING MOON (GB)","Nicky Martin",,,,,,,,,,120,,
"ITRAAQ (GB)",2022,FILLY,"SEA THE MOON (GER)","JAZZI TOP (GB)",,65,,,,,,,,,,,
"ITSGOTTOBEFUN (IRE)",2022,GELDING,"GREGORIAN (IRE)","ARANCIA (ITY)","J. S. Moore",44,-1,,,,,,,,,,
"ITSINTHENAME (IRE)",2021,GELDING,"ORDER OF ST GEORGE (IRE)","ROYAL QUEEN (IRE)","Nick Scholfield",,,,,,,,,,112,,
"ITSNOTEASY (IRE)",2018,GELDING,"OCOVANGO (GB)","EVERYBODYS DREAM (IRE)",,,,,,,,,,,94,,
"ITSONLYROCKANDROLL (GB)",2023,FILLY,"PINATUBO (IRE)","DAME MALLIOT (GB)","John & Thady Gosden",57,,,,,,,,,,,
"ITSZABOY (GB)",2023,GELDING,"UBETTABELIEVEIT (IRE)","VIOLETTE SZABO (IRE)","Nigel Tinkler",57,,,,,,,,,,,
"ITURGEON DU BREUIL (FR)",2018,GELDING,"TURGEON (USA)","CAVALE SAINT (FR)","Barry Murtagh",,,,,,,69,,,,,
"IVALDI (FR)",2018,GELDING,"NIGHT WISH (GER)","VALENCE (FR)","Chris Gordon",,,,,,,124,,,,,
"IVAN'S LEGACY (GB)",2021,GELDING,"FLAG OF HONOUR (IRE)","MORNING WITH IVAN (IRE)","Susan Corbett",,,,,,,,,,80,,
"IVANE (FR)",2018,GELDING,"NETWORK (GER)","UVANANA (FR)","James Owen",,,,,,,119,,,114,,
"IVAR THE BONELESS (IRE)",2018,GELDING,"SOLDIER OF FORTUNE (IRE)","THEIONLADY (IRE)",,,,,,,,79,,,79,,
"IVATT (GB)",2022,GELDING,"GHAIYYATH (IRE)","LADY BERGAMOT (FR)",,82,,,,,,,,,,,
"IVYNATOR (IRE)",2018,GELDING,"MUHAARAR (GB)","VENTUROUS SPIRIT (FR)","Jean McGregor",50,,,,,,,,,,,
"IWANTMYTIMEWITHYOU (GB)",2022,GELDING,"TIME TEST (GB)","PERLA BLANCA (USA)","Ed Dunlop",65,,,,,,,,,,,
"IZAKAYA (GER)",2019,FILLY,"ADLERFLUG (GER)","ITUILA (IRE)","Camilla Poulton",53,,,,,,,,,,,
"IZZ'NT SHE HOT (GB)",2023,FILLY,"TOO DARN HOT (GB)","IZZI TOP (GB)","John & Thady Gosden",64,,,,,,,,,,,
"IZZARI (GER)",2021,GELDING,"AREION (GER)","IZZY (GER)","Iain Jardine",73,,,,,,,,,,,
"IZZY FAST (GB)",2022,FILLY,"LAND FORCE (IRE)","GHEDI (IRE)","Philip McBride",72,new,,,,,,,,,,
"IZZY'S GREY (IRE)",2019,GELDING,"JUKEBOX JURY (IRE)","SHAMBLE STREET (IRE)","Belinda Clarke",,,,,,,,,,84,,
"J J MOON (GB)",2019,GELDING,"PETHER'S MOON (IRE)","GETAWAY GAYE (IRE)","Emma Lavelle",,,,,,,,,,130,,
"J STREET (GB)",2022,FILLY,"WASHINGTON DC (IRE)","MOOKHLESA (GB)","Michael & David Easterby",68,,,,,,,,,,,
"JABAARA (IRE)",2021,FILLY,"EXCEED AND EXCEL (AUS)","BAHEEJA (GB)",,102,,,,,,,,,,,
"JACCOURS (FR)",2019,GELDING,"GRIS DE GRIS (IRE)","TY PERRINE (FR)","Olly Murphy",,,,,,,113,,,,,
"JACHIN (IRE)",2022,GELDING,"KODI BEAR (IRE)","DYLAN ALEXANDER (IRE)",,60,,,,,,,,,,,
"JACK ANDREA (GB)",2022,GELDING,"TIME TEST (GB)","DUTCH LADY (GB)","John Butler",59,,,,,,,,,,,
"JACK BLACK (FR)",2019,GELDING,"TIRWANAKO (FR)","LORIANE DE VONNAS (FR)","C. R. Barber",,,,,,,106,,,106,,
"JACK DANIEL (IRE)",2018,GELDING,"EQUIANO (FR)","MIRDHAK (GB)","Steph Hollinshead",53,,,,,,,,,,,
"JACK DEMPSEY (GB)",2020,GELDING,"JACK HOBBS (GB)","BELFAST CENTRAL (IRE)","Ian Duncan",,,,,,,,,,91,,
"JACK DOYEN (IRE)",2016,GELDING,"DOYEN (IRE)","REYNELLA CROSS (IRE)","Ben Case",,,,,,,85,+2,,,,
"JACK HOOLA (GB)",2020,GELDING,"JACK HOBBS (GB)","HOOLA HULA (GB)","Tom Lacey",,,,,,,,,,97,,
"JACK HYDE (IRE)",2018,GELDING,"SOLDIER OF FORTUNE (IRE)","BALLINAHOW TARA (IRE)","Fergal O'Brien",,,,,,,,,,129,,
"JACK LANGLEY (GB)",2022,GELDING,"TIME TEST (GB)","INDIRA (GB)","Charlie Clover",59,,,,,,,,,,,
"JACK RABBIT SLIMS (GB)",2023,GELDING,"ACLAIM (IRE)","VELVET JAGUAR (GB)","Tony Coyle & Kaine Wood",58,-3,,,,,,,,,,
"JACK SPAROWE (IRE)",2019,GELDING,"ZOFFANY (IRE)","RED STARS (IRE)","John Butler",61,-1,,,,,,,,,,
"JACK SPRAT (IRE)",2018,GELDING,"WALK IN THE PARK (IRE)","HELL CAT MAGGIE (IRE)","Jamie Snowden",,,,,,,,,,102,,
"JACK THE BACHELOR (IRE)",2023,COLT,"MEHMAS (IRE)","VALE OF PARIS (IRE)","Antony Brittain",86,,,,,,,,,,,
"JACK THE BOSS (IRE)",2021,GELDING,"JACK HOBBS (GB)","PEACEFUL VALLEY (FR)",,,,,,,,,,,86,,
"JACK THE NIPPER (GB)",2019,GELDING,"JACK HOBBS (GB)","THE NIPPER (IRE)",,,,,,,,90,,,,,
"JACK THE SAVAGE (GB)",2017,GELDING,"PASSING GLANCE (GB)","CATCHING ZEDS (GB)","Laura Horsfall",,,,,,,,,,90,,
"JACK THE TOOTH (GB)",2023,GELDING,"TWILIGHT SON (GB)","DOMINATRIX (GB)",,67,,,,,,,,,,,
"JACK TO BAT (GB)",2019,GELDING,"JACK HOBBS (GB)","SHERRY DARLING (IRE)","Jonjo & A.J. O'Neill",,,,,,,105,,,,,
"JACK'S A LEGEND (GB)",2015,GELDING,"MIDNIGHT LEGEND (GB)","DANCING EMILY (IRE)","Tim Vaughan",,,,,,,95,,,,,
"JACK'S JURY (IRE)",2020,GELDING,"JUKEBOX JURY (IRE)","SHEDAN (IRE)","Barry Murphy",,,,,,,95,new,,95,,
"JACKABI (FR)",2023,GELDING,"HELLO YOUMZAIN (FR)","COUNTRYSIDE (GB)","Ian Williams",69,,,,,,,,,,,
"JACKELINE (GB)",2019,FILLY,"JACK HOBBS (GB)","BALLINLINA (GB)","Seamus Mullins",,,,,,,83,,,88,,
"JACKIE BROWN (IRE)",2020,FILLY,"SMOOTH DADDY (USA)","PATTY PAIGE (IRE)","Adrian Wintle",42,,,47,,,,,,,,
"JACKIE HOBBS (GB)",2020,FILLY,"JACK HOBBS (GB)","MISS MILBORNE (GB)","Harry Derham",,,,,,,,,,130,,
"JACKKNIFE (GB)",2022,GELDING,"KAMEKO (USA)","DULKASHE (IRE)",,105,,,,,,,,,,,
"JACKOMY (IRE)",2020,GELDING,"DOYEN (IRE)","BENFAITHFUL (IRE)","Neil Mulholland",,,,,,,,,,114,,
"JACKPOT CASH (FR)",2019,GELDING,"COKORIKO (FR)","FRESCA HAS (FR)",,,,,,,,103,,,108,,
"JACKPOT CAUVELIERE (FR)",2019,GELDING,"KAMSIN (GER)","SENANQUE (IRE)","Harry Derham",,,,,,,112,,,112,,
"JACKPOT D'AINAY (FR)",2019,GELDING,"NO RISK AT ALL (FR)","VANILLE D'AINAY (FR)","Olly Murphy",,,,,,,,,,112,,
"JACKS PARROT (FR)",2019,GELDING,"FREE PORT LUX (GB)","BOSCRAIE (FR)","Oliver Greenall & Josh Guerriero",,,,,,,119,,,,,
"JACKS TOUCH (IRE)",2015,FILLY,"JEREMY (USA)","JENNYS GEM (IRE)","Dr Belinda Rose",,,,,,,96,,,,,
"JACKSON STREET (IRE)",2021,GELDING,"DANDY MAN (IRE)","ARCHETYPAL (IRE)","Michael Attwater",56,,,,,,,,,,,
"JACKSON'S BAY (IRE)",2021,GELDING,"JOSHUA TREE (IRE)","ECHO RIVER (USA)",,,,,,,,72,,,72,,
"JACKSTELL (FR)",2019,GELDING,"NO RISK AT ALL (FR)","PRESTELLE (FR)","Jamie Snowden",,,,,,,,,,116,,
"JACQUELINA (IRE)",2019,FILLY,"HEERAAT (IRE)","SPRINGSTRIDE (GB)",,58,,,,,,,,,,,
"JACQUES CLOUSEAU (IRE)",2019,GELDING,"NOTNOWCATO (GB)","AFRICAN DIAMOND (IRE)","Mel Rowley",,,,,,,117,,,116,,
"JACQUETTA (IRE)",2021,GELDING,"CRYSTAL OCEAN (GB)","LIKE AN OPEN BOOK (IRE)","Gary & Josh Moore",,,,,,,,,,79,,
"JAFFA CAKE (IRE)",2020,GELDING,"ORDER OF ST GEORGE (IRE)","TETOU (IRE)","Ben Pauling",,,,,,,90,,,90,,
"JAFIMGOSO (GB)",2019,GELDING,"JACK HOBBS (GB)","YOUNG MAGS (IRE)","Dan Skelton",,,,,,,,,,93,,
"JAGER TIME (IRE)",2019,GELDING,"CHAMPS ELYSEES (GB)","BALLYKNOCK MIST (IRE)","Fergal O'Brien",,,,,,,,,,98,,
"JAGETME (IRE)",2022,FILLY,"SOLDIER'S CALL (GB)","EPATHA (IRE)",,58,,,,,,,,,,,
"JAGWAR (FR)",2019,GELDING,"KARAKTAR (IRE)","QUIZAS JOLIE (FR)",,,,,,,,155,,,,,
"JAIPALETEMPS (FR)",2019,GELDING,"CROSSHARBOUR (GB)","ROYALE CANAILLE (FR)","David Pipe",,,,,,,123,,,,,
"JAITROPLACLASSE (FR)",2019,GELDING,"SECRET SINGER (FR)","BIBRACJE (FR)","Robbie Llewellyn",,,,,,,97,,,,,
"JAJA JIMMY (GB)",2020,GELDING,"LINDA'S LAD (GB)","JAJA DE JAU (GB)","Jo Davis",,,,,,,,,,85,,
"JAKAJARO (IRE)",2021,GELDING,"TOO DARN HOT (GB)","SUMMER FLOWER (IRE)","Robert Cowell",100,,,,,,,,,,,
"JAKANA (IRE)",2019,FILLY,"SOLDIER OF FORTUNE (IRE)","GOLDEN FIRTH (IRE)","Leonard Kerr",,,,,,,86,,,86,,
"JAKAR DU MOULIN (FR)",2019,GELDING,"KAPGARDE (FR)","MAGUY DES PLAGES (FR)","Paul Nicholls",,,,,,,,,,123,,
"JAKARTA (GB)",2022,FILLY,"NIGHT OF THUNDER (IRE)","PINK SYMPHONY (GB)","Oliver Cole",78,,,,,,,,,,,
"JAKE LOVES LAURA (GB)",2022,FILLY,"LAND FORCE (IRE)","SUPEREGO (GB)","Clare Hobson",47,,,,,,,,,,,
"JALISCO STAR (IRE)",2018,FILLY,"MAHLER (GB)","ELPHIS SUPREME (IRE)","Laura Horsfall",,,,,,,,,,117,,
"JAM LASS (GB)",2021,FILLY,"U S NAVY FLAG (USA)","COUNTERPOISE (GB)","Peter Niven",62,,,,,,,,,,,
"JAMADA (IRE)",2020,GELDING,"AFFINISEA (IRE)","SOUNDS OF THUNDER (GB)","Olly Murphy",,,,,,,,,,109,,
"JAMAICAINE (FR)",2019,FILLY,"MARTINBOROUGH (JPN)","DESIDERIA (FR)","Neil Mulholland",,,,,,,103,,,103,,
"JAMAICAN STORM (GB)",2022,GELDING,"HAVANA GREY (GB)","MORANT BAY (IRE)","Bryan Smart",65,,,,,,,,,,,
